state,year,month,dn,count,avg_brightness,median_frp,max_day_count,max_day_date,pct_night
California,2005,10,A,764,325.1680628272251,25.0,,,0.12303664921465969
California,2005,11,A,321,323.8323987538941,27.3,,,0.01557632398753894
California,2005,12,A,104,321.4740384615385,24.8,,,0.057692307692307696
California,2006,1,A,79,322.82784810126583,19.2,,,0.012658227848101266
California,2006,2,A,292,326.9373287671233,22.15,,,0.09931506849315068
California,2006,3,A,43,317.739534883721,16.7,,,0.0
California,2006,4,A,58,324.07758620689657,16.15,,,0.017241379310344827
California,2006,5,A,178,332.2455056179775,24.55,,,0.056179775280898875
California,2006,6,A,292,342.0972602739726,42.75,,,0.2876712328767123
California,2006,7,A,1688,345.21723933649287,54.4,,,0.42476303317535546
California,2006,8,A,1039,332.0808469682387,31.1,,,0.3618864292589028
California,2006,9,A,3291,344.2974779702218,57.8,,,0.3734427225767244
California,2006,10,A,736,330.7770380434782,31.45,,,0.1453804347826087
California,2006,11,A,433,318.23302540415705,21.6,,,0.10623556581986143
California,2006,12,A,203,323.3975369458128,23.2,,,0.17733990147783252
California,2007,1,A,250,321.57079999999996,23.5,,,0.028
California,2007,2,A,147,316.98503401360546,13.2,,,0.006802721088435374
California,2007,3,A,300,326.5026666666667,20.05,,,0.02
California,2007,4,A,195,329.50102564102565,24.0,,,0.05128205128205128
California,2007,5,A,200,334.972,35.65,,,0.19
California,2007,6,A,248,343.44112903225806,53.900000000000006,,,0.3951612903225806
California,2007,7,A,1285,351.9461478599222,73.6,,,0.46303501945525294
California,2007,8,A,2725,362.2213577981651,117.1,,,0.30458715596330277
California,2007,9,A,1349,351.42490733876946,78.0,,,0.42772424017790955
California,2007,10,A,2659,348.9920646859722,77.5,,,0.42384355020684467
California,2007,11,A,366,326.0469945355191,23.35,,,0.03278688524590164
California,2007,12,A,221,319.4606334841629,22.9,,,0.06787330316742081
California,2008,1,A,80,319.41375,18.7,,,0.0125
California,2008,2,A,104,314.5605769230769,12.55,,,0.009615384615384616
California,2008,3,A,314,320.52515923566875,15.95,,,0.0031847133757961785
California,2008,4,A,332,327.23885542168676,29.0,,,0.10843373493975904
California,2008,5,A,214,339.72616822429904,35.55,,,0.04205607476635514
California,2008,6,A,4079,338.3986271144888,44.0,,,0.4665359156656043
California,2008,7,A,6651,336.0825890843482,39.8,,,0.4713576905728462
California,2008,8,A,1409,330.494819020582,30.8,,,0.46132008516678497
California,2008,9,A,968,332.1339876033058,33.55,,,0.3615702479338843
California,2008,10,A,619,335.2830371567044,38.0,,,0.308562197092084
California,2008,11,A,498,333.2937751004016,28.45,,,0.29116465863453816
California,2008,12,A,153,317.33202614379087,21.9,,,0.0915032679738562
California,2009,1,A,121,326.4702479338843,23.9,,,0.008264462809917356
California,2009,2,A,94,321.468085106383,22.25,,,0.0
California,2009,3,A,238,320.66092436974793,15.7,,,0.012605042016806723
California,2009,4,A,239,328.0820083682009,21.4,,,0.0041841004184100415
California,2009,5,A,222,339.69414414414416,44.849999999999994,,,0.36486486486486486
California,2009,6,A,179,337.6558659217877,42.3,,,0.26256983240223464
California,2009,7,A,586,339.57235494880547,49.75,,,0.3993174061433447
California,2009,8,A,2805,355.3526203208556,90.0,,,0.4103386809269162
California,2009,9,A,679,342.10206185567006,66.3,,,0.4477172312223859
California,2009,10,A,418,328.81387559808616,27.25,,,0.10047846889952153
California,2009,11,A,505,320.7972277227723,24.3,,,0.055445544554455446
California,2009,12,A,102,319.16470588235296,23.95,,,0.029411764705882353
California,2010,1,A,43,319.1720930232558,13.4,,,0.0
California,2010,2,A,33,320.3666666666667,16.6,,,0.0
California,2010,3,A,126,318.8111111111111,15.55,,,0.0
California,2010,4,A,51,321.79019607843134,15.4,,,0.0
California,2010,5,A,120,329.29583333333335,24.0,,,0.016666666666666666
